TOP PARENT,PARENT-CATEGORY,CATEGORY-NAME,CATEGORY-ID-NUMBER (SHORT-CODE),DESCRIPTION
Personal Development and Employability,Organization,Personal Development and Employability,CAT-PDE,"<p><strong>Personal Development and Employability</strong></p><p>Foundational, career and life capabilities for learners and workers</p><p><strong>Typical subjects or topics:</strong> Career Planning and Employability, Professional and Soft Skills, Time and Productivity Management, Critical Thinking and Problem Solving, Personal Financial Literacy, Entrepreneurial Mindset, Digital Citizenship, Life Skills, Emotional Intelligence, Mentoring and Coaching</p><p><strong>Recommended course structure:</strong> Domain / specialization / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Personal%20Development%20and%20Employability"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Personal Development and Employability</a></p>"
Personal Development and Employability,Personal Development and Employability,Career Planning and Employability,CAT-PDE-CAREER,"<p><strong>Career Planning and Employability</strong></p><p>Career Planning and Employability learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Career exploration, resumes, interviews, job search, workplace readiness</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Career%20Planning%20and%20Employability"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Career Planning and Employability</a></p>"
Personal Development and Employability,Personal Development and Employability,Professional and Soft Skills,CAT-PDE-SOFT,"<p><strong>Professional and Soft Skills</strong></p><p>Professional and Soft Skills learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Communication, teamwork, reliability, adaptability, professionalism</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Professional%20and%20Soft%20Skills"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Professional and Soft Skills</a></p>"
Personal Development and Employability,Personal Development and Employability,Time and Productivity Management,CAT-PDE-TIME,"<p><strong>Time and Productivity Management</strong></p><p>Time and Productivity Management learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Prioritization, planning, focus, workflow, habits</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Time%20and%20Productivity%20Management"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Time and Productivity Management</a></p>"
Personal Development and Employability,Personal Development and Employability,Critical Thinking and Problem Solving,CAT-PDE-CRT,"<p><strong>Critical Thinking and Problem Solving</strong></p><p>Critical Thinking and Problem Solving learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Reasoning, evidence, creativity, structured problem solving</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Critical%20Thinking%20and%20Problem%20Solving"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Critical Thinking and Problem Solving</a></p>"
Personal Development and Employability,Personal Development and Employability,Personal Financial Literacy,CAT-PDE-FIN,"<p><strong>Personal Financial Literacy</strong></p><p>Personal Financial Literacy learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Budgeting, saving, credit, insurance, investing basics</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Personal%20Financial%20Literacy"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Personal Financial Literacy</a></p>"
Personal Development and Employability,Personal Development and Employability,Entrepreneurial Mindset,CAT-PDE-ENT,"<p><strong>Entrepreneurial Mindset</strong></p><p>Entrepreneurial Mindset learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Opportunity recognition, initiative, resilience, value creation</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Entrepreneurial%20Mindset"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Entrepreneurial Mindset</a></p>"
Personal Development and Employability,Personal Development and Employability,Digital Citizenship,CAT-PDE-DIG,"<p><strong>Digital Citizenship</strong></p><p>Digital Citizenship learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Online safety, information literacy, privacy, responsible participation</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Digital%20Citizenship"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Digital Citizenship</a></p>"
Personal Development and Employability,Personal Development and Employability,Life Skills,CAT-PDE-LIFE,"<p><strong>Life Skills</strong></p><p>Life Skills learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Self-awareness, relationships, decision-making, health, civic responsibility</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Life%20Skills"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Life Skills</a></p>"
Personal Development and Employability,Personal Development and Employability,Emotional Intelligence,CAT-PDE-EI,"<p><strong>Emotional Intelligence</strong></p><p>Emotional Intelligence learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Self-management, empathy, social awareness, relationship skills</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Emotional%20Intelligence"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Emotional Intelligence</a></p>"
Personal Development and Employability,Personal Development and Employability,Mentoring and Coaching,CAT-PDE-MENT,"<p><strong>Mentoring and Coaching</strong></p><p>Mentoring and Coaching learning and development for Personal Development and Employability contexts.</p><p><strong>Typical subjects or topics:</strong> Goal setting, feedback, developmental conversations, accountability</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Mentoring%20and%20Coaching"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Mentoring and Coaching</a></p>"
"Religion, Philosophy, Ethics and Culture",Organization,"Religion, Philosophy, Ethics and Culture",CAT-RPE,"<p><strong>Religion, Philosophy, Ethics and Culture</strong></p><p>Religious studies, philosophy, ethics, heritage and cultural understanding</p><p><strong>Typical subjects or topics:</strong> Religious Studies, Theology and Ministry, Philosophy, Applied Ethics, Cultural Studies, Heritage and Museum Studies</p><p><strong>Recommended course structure:</strong> Domain / specialization / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Religion%2C%20Philosophy%2C%20Ethics%20and%20Culture"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Religion, Philosophy, Ethics and Culture</a></p>"
"Religion, Philosophy, Ethics and Culture","Religion, Philosophy, Ethics and Culture",Religious Studies,CAT-RPE-REL,"<p><strong>Religious Studies</strong></p><p>Religious Studies learning and development for Religion, Philosophy, Ethics and Culture contexts.</p><p><strong>Typical subjects or topics:</strong> World religions, texts, traditions, society and interfaith understanding</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Religious%20Studies"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Religious Studies</a></p>"
"Religion, Philosophy, Ethics and Culture","Religion, Philosophy, Ethics and Culture",Theology and Ministry,CAT-RPE-THE,"<p><strong>Theology and Ministry</strong></p><p>Theology and Ministry learning and development for Religion, Philosophy, Ethics and Culture contexts.</p><p><strong>Typical subjects or topics:</strong> Theology, pastoral practice, ministry, religious leadership</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Theology%20and%20Ministry"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Theology and Ministry</a></p>"
"Religion, Philosophy, Ethics and Culture","Religion, Philosophy, Ethics and Culture",Philosophy,CAT-RPE-PHI,"<p><strong>Philosophy</strong></p><p>Philosophy learning and development for Religion, Philosophy, Ethics and Culture contexts.</p><p><strong>Typical subjects or topics:</strong> Logic, epistemology, metaphysics, political philosophy, philosophy of mind</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Philosophy"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Philosophy</a></p>"
"Religion, Philosophy, Ethics and Culture","Religion, Philosophy, Ethics and Culture",Applied Ethics,CAT-RPE-ETH,"<p><strong>Applied Ethics</strong></p><p>Applied Ethics learning and development for Religion, Philosophy, Ethics and Culture contexts.</p><p><strong>Typical subjects or topics:</strong> Professional, bio, technology, environmental and public ethics</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Applied%20Ethics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Applied Ethics</a></p>"
"Religion, Philosophy, Ethics and Culture","Religion, Philosophy, Ethics and Culture",Cultural Studies,CAT-RPE-CUL,"<p><strong>Cultural Studies</strong></p><p>Cultural Studies learning and development for Religion, Philosophy, Ethics and Culture contexts.</p><p><strong>Typical subjects or topics:</strong> Culture, identity, representation, popular and global cultures</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Cultural%20Studies"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Cultural Studies</a></p>"
"Religion, Philosophy, Ethics and Culture","Religion, Philosophy, Ethics and Culture",Heritage and Museum Studies,CAT-RPE-HER,"<p><strong>Heritage and Museum Studies</strong></p><p>Heritage and Museum Studies learning and development for Religion, Philosophy, Ethics and Culture contexts.</p><p><strong>Typical subjects or topics:</strong> Conservation, collections, interpretation, museums, archives</p><p><strong>Recommended course structure:</strong> Domain / competency / module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Heritage%20and%20Museum%20Studies"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Heritage and Museum Studies</a></p>"
Skilled Trades and Vocational Education,Organization,Skilled Trades and Vocational Education,CAT-TVE,"<p><strong>Skilled Trades and Vocational Education</strong></p><p>Technical and vocational education for skilled trades, occupations, apprenticeships and workplace competence.</p><p><strong>Typical subjects or topics:</strong> Construction trades, mechanical trades, electrical trades, services, crafts, apprenticeships</p><p><strong>Recommended course structure:</strong> Trade / qualification / competency / practical module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Skilled%20Trades%20and%20Vocational%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Skilled Trades and Vocational Education</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Electrical Trades,CAT-TVE-EL,"<p><strong>Electrical Trades</strong></p><p>Electrical Trades learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Electrician practice, wiring, installation, testing, codes, safety</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Electrical%20Trades"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Electrical Trades</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Plumbing and Pipefitting,CAT-TVE-PLU,"<p><strong>Plumbing and Pipefitting</strong></p><p>Plumbing and Pipefitting learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Water systems, drainage, pipework, fixtures, testing, safety</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Plumbing%20and%20Pipefitting"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Plumbing and Pipefitting</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Carpentry and Joinery,CAT-TVE-CAR,"<p><strong>Carpentry and Joinery</strong></p><p>Carpentry and Joinery learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Hand and power tools, framing, joinery, finishing, drawings</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Carpentry%20and%20Joinery"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Carpentry and Joinery</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Masonry and Tiling,CAT-TVE-MAS,"<p><strong>Masonry and Tiling</strong></p><p>Masonry and Tiling learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Brickwork, blockwork, plastering, tiling, measurement</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Masonry%20and%20Tiling"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Masonry and Tiling</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Welding and Fabrication,CAT-TVE-WEL,"<p><strong>Welding and Fabrication</strong></p><p>Welding and Fabrication learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Arc and gas processes, cutting, fabrication, inspection, safety</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Welding%20and%20Fabrication"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Welding and Fabrication</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Machining and Toolmaking,CAT-TVE-MCH,"<p><strong>Machining and Toolmaking</strong></p><p>Machining and Toolmaking learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Manual and CNC machining, measurement, tooling, quality</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Machining%20and%20Toolmaking"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Machining and Toolmaking</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Fitting and Mechanical Assembly,CAT-TVE-FIT,"<p><strong>Fitting and Mechanical Assembly</strong></p><p>Fitting and Mechanical Assembly learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Bench fitting, assembly, alignment, maintenance, measurement</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Fitting%20and%20Mechanical%20Assembly"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Fitting and Mechanical Assembly</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,HVAC and Refrigeration,CAT-TVE-HVAC,"<p><strong>HVAC and Refrigeration</strong></p><p>HVAC and Refrigeration learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Cooling, heating, ventilation, refrigerants, installation, service</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=HVAC%20and%20Refrigeration"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: HVAC and Refrigeration</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Automotive Service Trades,CAT-TVE-AUT,"<p><strong>Automotive Service Trades</strong></p><p>Automotive Service Trades learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Vehicle maintenance, diagnostics, mechanical and electrical repair</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Automotive%20Service%20Trades"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Automotive Service Trades</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Diesel and Heavy Equipment,CAT-TVE-DSL,"<p><strong>Diesel and Heavy Equipment</strong></p><p>Diesel and Heavy Equipment learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Diesel engines, hydraulics, diagnostics, heavy equipment service</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Diesel%20and%20Heavy%20Equipment"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Diesel and Heavy Equipment</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Painting and Decorating,CAT-TVE-PAI,"<p><strong>Painting and Decorating</strong></p><p>Painting and Decorating learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Surface preparation, coatings, finishes, estimating, safety</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Painting%20and%20Decorating"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Painting and Decorating</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Appliance and Electronics Repair,CAT-TVE-APP,"<p><strong>Appliance and Electronics Repair</strong></p><p>Appliance and Electronics Repair learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Consumer appliances, electronics, diagnostics, repair, customer service</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Appliance%20and%20Electronics%20Repair"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Appliance and Electronics Repair</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Garment Construction and Tailoring,CAT-TVE-GAR,"<p><strong>Garment Construction and Tailoring</strong></p><p>Garment Construction and Tailoring learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Pattern making, cutting, sewing, fitting, production</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Garment%20Construction%20and%20Tailoring"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Garment Construction and Tailoring</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Textiles and Handicrafts,CAT-TVE-TEX,"<p><strong>Textiles and Handicrafts</strong></p><p>Textiles and Handicrafts learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Weaving, printing, dyeing, crafts, product finishing</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Textiles%20and%20Handicrafts"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Textiles and Handicrafts</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,"Beauty, Hair and Wellness Trades",CAT-TVE-BEA,"<p><strong>Beauty, Hair and Wellness Trades</strong></p><p>Beauty, Hair and Wellness Trades learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Hairdressing, beauty therapy, nail care, hygiene, client service</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Beauty%2C%20Hair%20and%20Wellness%20Trades"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Beauty, Hair and Wellness Trades</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Culinary and Food Production Trades,CAT-TVE-CUL,"<p><strong>Culinary and Food Production Trades</strong></p><p>Culinary and Food Production Trades learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Cookery, bakery, kitchen operations, hygiene, cost control</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Culinary%20and%20Food%20Production%20Trades"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Culinary and Food Production Trades</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Agricultural Trades,CAT-TVE-AGR,"<p><strong>Agricultural Trades</strong></p><p>Agricultural Trades learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Farm operations, equipment, irrigation, livestock, post-harvest</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Agricultural%20Trades"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Agricultural Trades</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Mining and Mineral Trades,CAT-TVE-MIN,"<p><strong>Mining and Mineral Trades</strong></p><p>Mining and Mineral Trades learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Mine operations, mineral processing, equipment, safety</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Mining%20and%20Mineral%20Trades"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Mining and Mineral Trades</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Marine Trades,CAT-TVE-MAR,"<p><strong>Marine Trades</strong></p><p>Marine Trades learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> Boatbuilding, marine mechanics, electrical systems, maintenance</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Marine%20Trades"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Marine Trades</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Solar and Renewable Energy Technician,CAT-TVE-SOL,"<p><strong>Solar and Renewable Energy Technician</strong></p><p>Solar and Renewable Energy Technician learning and development for Skilled Trades and Vocational Education contexts.</p><p><strong>Typical subjects or topics:</strong> PV installation, electrical systems, commissioning, maintenance</p><p><strong>Recommended course structure:</strong> Qualification / competency / workshop module courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Solar%20and%20Renewable%20Energy%20Technician"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Solar and Renewable Energy Technician</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Apprenticeship Programs,CAT-TVE-APR,"<p><strong>Apprenticeship Programs</strong></p><p>Apprenticeship Programs specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Structured workplace and off-the-job training</p><p><strong>Recommended course structure:</strong> Program / competency / assessment modules</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Apprenticeship%20Programs"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Apprenticeship Programs</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Recognition of Prior Learning,CAT-TVE-RPL,"<p><strong>Recognition of Prior Learning</strong></p><p>Recognition of Prior Learning specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Evidence, assessment, gap training, certification</p><p><strong>Recommended course structure:</strong> Program / competency / assessment modules</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Recognition%20of%20Prior%20Learning"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Recognition of Prior Learning</a></p>"
Skilled Trades and Vocational Education,Skilled Trades and Vocational Education,Trade Foundation Skills,CAT-TVE-FND,"<p><strong>Trade Foundation Skills</strong></p><p>Trade Foundation Skills specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Technical mathematics, drawings, tools, safety, employability</p><p><strong>Recommended course structure:</strong> Program / competency / assessment modules</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Trade%20Foundation%20Skills"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Trade Foundation Skills</a></p>"
Corporate Mandatory and Workplace Training,Organization,Corporate Mandatory and Workplace Training,CAT-CMW,"<p><strong>Corporate Mandatory and Workplace Training</strong></p><p>Cross-sector induction, statutory, compliance, safety and organization-wide capability training.</p><p><strong>Typical subjects or topics:</strong> Induction, conduct, safety, information security, privacy, quality, risk and compliance</p><p><strong>Recommended course structure:</strong> Policy / role / annual refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Corporate%20Mandatory%20and%20Workplace%20Training"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Corporate Mandatory and Workplace Training</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Induction and Onboarding,CAT-CMW-IND,"<p><strong>Induction and Onboarding</strong></p><p>Induction and Onboarding learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Organization orientation, policies, systems, role readiness, culture</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Induction%20and%20Onboarding"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Induction and Onboarding</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Code of Conduct and Ethics,CAT-CMW-COC,"<p><strong>Code of Conduct and Ethics</strong></p><p>Code of Conduct and Ethics learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Expected conduct, conflicts, gifts, reporting, accountability</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Code%20of%20Conduct%20and%20Ethics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Code of Conduct and Ethics</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Anti-Harassment and Respectful Workplace,CAT-CMW-POSH,"<p><strong>Anti-Harassment and Respectful Workplace</strong></p><p>Anti-Harassment and Respectful Workplace learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Harassment prevention, dignity, reporting, bystander action</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Anti-Harassment%20and%20Respectful%20Workplace"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Anti-Harassment and Respectful Workplace</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,"Diversity, Equity, Inclusion and Belonging",CAT-CMW-DEI,"<p><strong>Diversity, Equity, Inclusion and Belonging</strong></p><p>Diversity, Equity, Inclusion and Belonging learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Bias, inclusion, accessibility, allyship, equitable practice</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Diversity%2C%20Equity%2C%20Inclusion%20and%20Belonging"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Diversity, Equity, Inclusion and Belonging</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Occupational Health and Safety,CAT-CMW-HSE,"<p><strong>Occupational Health and Safety</strong></p><p>Occupational Health and Safety learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Hazard identification, risk control, incident reporting, worker duties</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Occupational%20Health%20and%20Safety"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Occupational Health and Safety</a></p>"
